
=============================== Log Started [2026-02-09 22:29:30 GMT] ===============================
[2026-02-09 22:29:30,404:     agent.fmClient Instal]:     INFO - Using FM Client version: 5.2.9-beta
[2026-02-09 22:29:30,405:     agent.fmClient Instal]:     INFO - Attempting to log into AHM as fain-premium|trader03@d002
[2026-02-09 22:29:30,850:     agent.fmClient Instal]:     INFO - Establishing realtime WebSocket connection to AHM
[2026-02-09 22:29:32,129:     agent.fmClient Instal]:     INFO - Requesting initial information for marketplace `1513`
[2026-02-09 22:29:32,214:     ws.FM.fmClient Instal]:     INFO - Connected to AHM Server tcp4:54.235.77.118:443
[2026-02-09 22:29:32,563:     agent.fmClient Instal]:     INFO - Initialisation complete. Received marketplace information.
[2026-02-09 22:29:32,563:     agent.fmClient Instal]:     INFO - I am fmClient Installed Test Robot(User(51570,Trader,03,trader03@d002,[USER]))
[2026-02-09 22:29:32,563:     agent.fmClient Instal]:     INFO - market place: Widgets, marketplace id: 1513, marketplace description: 1 Public and 1 Private Market
[2026-02-09 22:29:32,563:     agent.fmClient Instal]:     INFO - 	 with market: Widget Public Market, fm_id: 2681, market description: widget, tick size: 1
[2026-02-09 22:29:32,564:     agent.fmClient Instal]:     INFO - 	 with market: Private Market, fm_id: 2682, market description: private, tick size: 1
[2026-02-09 22:29:32,564:     agent.fmClient Instal]:     INFO - Session: SID:141374:SessionState.OPEN
[2026-02-09 22:29:32,564:     agent.fmClient Instal]:     INFO - Session id: 141374, your are able to trade
[2026-02-09 22:29:32,564:     agent.fmClient Instal]:     INFO - my current settled cash is 20000, my current avaliable cash is 20000
[2026-02-09 22:29:32,564:     agent.fmClient Instal]:     INFO - 	 holdings of asset in market Widget Public Market : 0
[2026-02-09 22:29:32,565:     agent.fmClient Instal]:     INFO - 	 holdings of asset in market Private Market : 0
[2026-02-09 22:29:32,574:     agent.fmClient Instal]:     INFO - we have a new order : 51509300, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,574:     agent.fmClient Instal]:     INFO - we have a new order : 51509301, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,574:     agent.fmClient Instal]:     INFO - we have a new order : 51509302, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,574:     agent.fmClient Instal]:     INFO - we have a new order : 51509303, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509390, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509391, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509395, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509396, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509400, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509401, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509402, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509405, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509410, this is a LIMIT order for Widget Public Market to BUY 1 units at price 1
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509502, this is a LIMIT order for Widget Public Market to BUY 1 units at price 30
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509503, this is a LIMIT order for Widget Public Market to SELL 1 units at price 30
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509507, this is a LIMIT order for Widget Public Market to BUY 1 units at price 30
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509508, this is a LIMIT order for Widget Public Market to SELL 1 units at price 30
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509524, this is a LIMIT order for Widget Public Market to SELL 1 units at price 10
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509525, this is a LIMIT order for Widget Public Market to BUY 1 units at price 10
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509536, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509537, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509542, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509543, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509548, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509549, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509554, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509555, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509556, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509560, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509564, this is a LIMIT order for Widget Public Market to BUY 1 units at price 11
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509565, this is a LIMIT order for Widget Public Market to SELL 1 units at price 11
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509571, this is a LIMIT order for Widget Public Market to SELL 1 units at price 11
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509572, this is a LIMIT order for Widget Public Market to BUY 1 units at price 11
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509577, this is a LIMIT order for Widget Public Market to SELL 1 units at price 11
[2026-02-09 22:29:32,575:     agent.fmClient Instal]:     INFO - we have a new order : 51509578, this is a LIMIT order for Widget Public Market to BUY 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509583, this is a LIMIT order for Widget Public Market to SELL 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509584, this is a LIMIT order for Widget Public Market to BUY 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509589, this is a LIMIT order for Widget Public Market to SELL 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509590, this is a LIMIT order for Widget Public Market to BUY 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509591, this is a LIMIT order for Widget Public Market to BUY 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509593, this is a LIMIT order for Widget Public Market to SELL 1 units at price 11
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509600, this is a LIMIT order for Widget Public Market to SELL 1 units at price 1
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509601, this is a LIMIT order for Widget Public Market to BUY 5 units at price 1
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509602, this is a LIMIT order for Widget Public Market to SELL 5 units at price 1
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509607, this is a LIMIT order for Widget Public Market to SELL 1 units at price 10
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509608, this is a LIMIT order for Widget Public Market to BUY 1 units at price 10
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509659, this is a LIMIT order for Widget Public Market to BUY 1 units at price 5
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509660, this is a LIMIT order for Widget Public Market to SELL 1 units at price 5
[2026-02-09 22:29:32,576:     agent.fmClient Instal]:     INFO - we have a new order : 51509673, this is a LIMIT order for Widget Public Market to BUY 1 units at price 576
